product_name,product_name_raw,product_name_normalized,price_raw,price_value,currency,energy_category,energy_subcategory,source_site,source_file,url,ratings,reviews,price_note,rejection_reason
"MY1016 24V 350W Brushed Permanent Magnet DC Motor & PMA Generator, 3000RPM Dual-Purpose Electric Motor","MY1016 24V 350W Brushed Permanent Magnet DC Motor & PMA Generator, 3000RPM Dual-Purpose Electric Motor",my1016 24v 350w brushed permanent magnet dc motor pma generator 3000rpm dual-purpose electric motor,"7,208",7208.0,PHP,wind,generator,amazon,amazon_products_Permanent_magnet_generator.csv,,,,,
12/24V 30W High Speed CW/CCW Permanent Magnet DC Motor for Generator(12V),12/24V 30W High Speed CW/CCW Permanent Magnet DC Motor for Generator(12V),12 24v 30w high speed cw ccw permanent magnet dc motor for generator 12v,"3,560",3560.0,PHP,wind,generator,amazon,amazon_products_Permanent_magnet_generator.csv,,,,,
110V 1500W Permanent Magnet Brushless Generator With Voltage Regulator Pure Copper Wire Household Lighting Generator Permanent Magnet AC Generator,110V 1500W Permanent Magnet Brushless Generator With Voltage Regulator Pure Copper Wire Household Lighting Generator Permanent Magnet AC Generator,110v 1500w permanent magnet brushless generator with voltage regulator pure copper wire household lighting generator permanent magnet ac generator,"9,444",9444.0,PHP,wind,generator,amazon,amazon_products_Permanent_magnet_generator.csv,,,,,
High-Power Permanent Magnet Generator 1500W 110V/220V Low Noise Brushless Constant Voltage Pure Copper Wire Core Generator Household Small Generator (Color : 1500W 220V),High-Power Permanent Magnet Generator 1500W 110V/220V Low Noise Brushless Constant Voltage Pure Copper Wire Core Generator Household Small Generator (Color : 1500W 220V),high-power permanent magnet generator 1500w 110v 220v low noise brushless constant voltage pure copper wire core generator household small generator color 1500w 220v,"9,283",9283.0,PHP,wind,generator,amazon,amazon_products_Permanent_magnet_generator.csv,,,,,
35W Vertical Axis Wind Turbine Model DIY 5 Bl es Three Phase Permanent Magnet Brushless Generator Vertical Axis Breeze Portable Low Speed Outdoor Windmill,35W Vertical Axis Wind Turbine Model DIY 5 Blades Three Phase Permanent Magnet Brushless Generator Vertical Axis Breeze Portable Low Speed Outdoor Windmill,35w vertical axis wind turbine model diy 5 bl es three phase permanent magnet brushless generator vertical axis breeze portable low speed outdoor windmill,"6,352",6352.0,PHP,wind,turbine,amazon,amazon_products_Permanent_magnet_generator.csv,,,,,
2000W Permanent Magnet Generator 12V24V36V48V60V72V Pure Copper Wire High Power Low Speed Permanent Magnet DC Generator (Color : 24V),2000W Permanent Magnet Generator 12V24V36V48V60V72V Pure Copper Wire High Power Low Speed Permanent Magnet DC Generator (Color : 24V),2000w permanent magnet generator 12v24v36v48v60v72v pure copper wire high power low speed permanent magnet dc generator color 24v,"11,743",11743.0,PHP,wind,generator,amazon,amazon_products_Permanent_magnet_generator.csv,,,,,
Pure Copper Coil 2000W Permanent Magnet Generator 12V24V36V48V60V72V High Power Low Speed Permanent Magnet DC Generator (Color : 36V),Pure Copper Coil 2000W Permanent Magnet Generator 12V24V36V48V60V72V High Power Low Speed Permanent Magnet DC Generator (Color : 36V),pure copper coil 2000w permanent magnet generator 12v24v36v48v60v72v high power low speed permanent magnet dc generator color 36v,"15,228",15228.0,PHP,wind,generator,amazon,amazon_products_Permanent_magnet_generator.csv,,,,,
MX341 Automatic Voltage Regulator Diesel Generator Automatic Regulator Permanent Magnet Generator 220V,MX341 Automatic Voltage Regulator Diesel Generator Automatic Regulator Permanent Magnet Generator 220V,mx341 automatic voltage regulator diesel generator automatic regulator permanent magnet generator 220v,"6,420",6420.0,PHP,wind,generator,amazon,amazon_products_Permanent_magnet_generator.csv,,,,,
12V DC Motor Motor for Bike 30W High Speed CW/CCW Permanent Magnet DC Motor dc Motor 24v for DIY Generator(DC 12V 3000RPM) Permanent Magnet Motors Permanent Permanent Magnet Motors,12V DC Motor Motor for Bike 30W High Speed CW/CCW Permanent Magnet DC Motor dc Motor 24v for DIY Generator(DC 12V 3000RPM) Permanent Magnet Motors Permanent Permanent Magnet Motors,12v dc motor motor for bike 30w high speed cw ccw permanent magnet dc motor dc motor 24v for diy generator dc 12v 3000rpm permanent magnet motors permanent permanent magnet motors,"1,586",1586.0,PHP,wind,generator,amazon,amazon_products_Permanent_magnet_generator.csv,,,,,
DIY Small Wind Turbine for Home 10W Micro Spiral Wind Turbine Generator with LED Light Vertical Axis Wind Turbine Generator Model Permanent Magnet Generator Model(1pc),DIY Small Wind Turbine for Home　 10W Micro Spiral Wind Turbine Generator with LED Light Vertical Axis Wind Turbine Generator Model Permanent Magnet Generator Model(1pc),diy small wind turbine for home 10w micro spiral wind turbine generator with led light vertical axis wind turbine generator model permanent magnet generator model 1pc,"3,657",3657.0,PHP,wind,turbine,amazon,amazon_products_Permanent_magnet_generator.csv,,,,,
"2000W Permanent Magnet DC Generator With Voltage Regulator – Pure Copper High-Power Alternator, 36V / 48V / 60V / 72V Options(36v)","2000W Permanent Magnet DC Generator With Voltage Regulator – Pure Copper High-Power Alternator, 36V / 48V / 60V / 72V Options(36v)",2000w permanent magnet dc generator with voltage regulator pure copper high-power alternator 36v 48v 60v 72v options 36v,"20,353",20353.0,PHP,wind,generator,amazon,amazon_products_Permanent_magnet_generator.csv,,,,,
"2000W Agricultural Permanent Magnet DC Generator 12V/24V Brushless Motor Suitable for Single Cylinder Diesel Engine of Automobile and Agricultural Vehicle (Color : 12V, Size : 2000W)","2000W Agricultural Permanent Magnet DC Generator 12V/24V Brushless Motor Suitable for Single Cylinder Diesel Engine of Automobile and Agricultural Vehicle (Color : 12V, Size : 2000W)",2000w agricultural permanent magnet dc generator 12v 24v brushless motor suitable for single cylinder diesel engine of automobile and agricultural vehicle color 12v size 2000w,"9,235",9235.0,PHP,wind,generator,amazon,amazon_products_Permanent_magnet_generator.csv,,,,,
New Pure Copper Permanent Magnet Brushless Generator 1500W 110V/220V High Power Small Pure Copper Wire Package Generator Household Permanent Magnet Brushless Constant Voltage Copper Core ( Color : 110,New Pure Copper Permanent Magnet Brushless Generator 1500W 110V/220V High Power Small Pure Copper Wire Package Generator Household Permanent Magnet Brushless Constant Voltage Copper Core ( Color : 110,new pure copper permanent magnet brushless generator 1500w 110v 220v high power small pure copper wire package generator household permanent magnet brushless constant voltage copper core color 110,"9,693",9693.0,PHP,wind,generator,amazon,amazon_products_Permanent_magnet_generator.csv,,,,,
2000W 110V/220V Permanent Magnet Brushless Small AC Generator Permanent Magnet AC Generator With Voltage Stabilizing Pure Copper Wire(110V),2000W 110V/220V Permanent Magnet Brushless Small AC Generator Permanent Magnet AC Generator With Voltage Stabilizing Pure Copper Wire(110V),2000w 110v 220v permanent magnet brushless small ac generator permanent magnet ac generator with voltage stabilizing pure copper wire 110v,"10,176",10176.0,PHP,wind,generator,amazon,amazon_products_Permanent_magnet_generator.csv,,,,,
CHANCS 60KTYZ AC 110V 1.5RPM CW/CCW Permanent Magnet Synchronous Gear Motor with Motor Universal Mounting Fixed Bracket,CHANCS 60KTYZ AC 110V 1.5RPM CW/CCW Permanent Magnet Synchronous Gear Motor with Motor Universal Mounting Fixed Bracket,chancs 60ktyz ac 110v 1 5rpm cw ccw permanent magnet synchronous gear motor with motor universal mounting fixed bracket,"1,848",1848.0,PHP,solar,mounting,amazon,amazon_products_Permanent_magnet_generator.csv,,,,,
"Gear Reduction Motor, Gear Reduction Motor Brush DC Motor Permanent Magnet Reduction Eletric Motor Generator, 12V 250W Long-Lasting Pure Copper Belt Pulley Geared Motor Accessory","Gear Reduction Motor, Gear Reduction Motor Brush DC Motor Permanent Magnet Reduction Eletric Motor Generator, 12V 250W Long-Lasting Pure Copper Belt Pulley Geared Motor Accessory",gear reduction motor gear reduction motor brush dc motor permanent magnet reduction eletric motor generator 12v 250w long-lasting pure copper belt pulley geared motor accessory,"6,109",6109.0,PHP,wind,generator,amazon,amazon_products_Permanent_magnet_generator.csv,,,,,
187 Permanent Magnet Generator Charger Regulator 12v Module Generator Parts Accessories 12A,187 Permanent Magnet Generator Charger Regulator 12v Module Generator Parts Accessories 12A,187 permanent magnet generator charger regulator 12v module generator parts accessories 12a,"6,639",6639.0,PHP,wind,generator,amazon,amazon_products_Permanent_magnet_generator.csv,,,,,
1500W 110V/220V Permanent Magnet Brushless Alternator Low Speed Generator Built-in Voltage Regulator Pure Copper Generator(110V),1500W 110V/220V Permanent Magnet Brushless Alternator Low Speed Generator Built-in Voltage Regulator Pure Copper Generator(110V),1500w 110v 220v permanent magnet brushless alternator low speed generator built-in voltage regulator pure copper generator 110v,"10,487",10487.0,PHP,wind,generator,amazon,amazon_products_Permanent_magnet_generator.csv,,,,,
MX321 Rubber Permanent Magnet Voltage Regulators Stabilizers 250kva Diesel Generator Automatic Voltage Regulator for Big Power Generator Set,MX321 Rubber Permanent Magnet Voltage Regulators Stabilizers 250kva Diesel Generator Automatic Voltage Regulator for Big Power Generator Set,mx321 rubber permanent magnet voltage regulators stabilizers 250kva diesel generator automatic voltage regulator for big power generator set,"14,298",14298.0,PHP,wind,generator,amazon,amazon_products_Permanent_magnet_generator.csv,,,,,
MX341-A Permanent Magnet Generator Excitation Regulator Automatic Voltage Board AVR 1Pcs,MX341-A Permanent Magnet Generator Excitation Regulator Automatic Voltage Board AVR 1Pcs,mx341-a permanent magnet generator excitation regulator automatic voltage board avr 1pcs,"8,026",8026.0,PHP,wind,generator,amazon,amazon_products_Permanent_magnet_generator.csv,,,,,
MX341 Automatic Voltage Regulator PMG Permanent Magnet Generator Automatic Regulator Control Module Board Generator Set Parts,MX341 Automatic Voltage Regulator PMG Permanent Magnet Generator Automatic Regulator Control Module Board Generator Set Parts,mx341 automatic voltage regulator pmg permanent magnet generator automatic regulator control module board generator set parts,"6,675",6675.0,PHP,wind,generator,amazon,amazon_products_Permanent_magnet_generator.csv,,,,,
Generator Automatic voltage regulator MX341 Automatic Voltage Regulator Permanent magnet Diesel brushless alternator Power regulator stabilizer(Normal),Generator Automatic voltage regulator MX341 Automatic Voltage Regulator Permanent magnet Diesel brushless alternator Power regulator stabilizer(Normal),generator automatic voltage regulator mx341 automatic voltage regulator permanent magnet diesel brushless alternator power regulator stabilizer normal,"10,592",10592.0,PHP,wind,generator,amazon,amazon_products_Permanent_magnet_generator.csv,,,,,
MX341 MX321-2 Automatic Voltage Regulator Automatic Voltage Regulator for Brushless Permanent Magnet Generator MX341B Excitation Regulator(MX341-2),MX341 MX321-2 Automatic Voltage Regulator Automatic Voltage Regulator for Brushless Permanent Magnet Generator MX341B Excitation Regulator(MX341-2),mx341 mx321-2 automatic voltage regulator automatic voltage regulator for brushless permanent magnet generator mx341b excitation regulator mx341-2,"7,550",7550.0,PHP,wind,generator,amazon,amazon_products_Permanent_magnet_generator.csv,,,,,
MX341-2 Permanent Magnet Generator Excitation Regulator Automatic Voltage Board AVR 1Pcs,MX341-2 Permanent Magnet Generator Excitation Regulator Automatic Voltage Board AVR 1Pcs,mx341-2 permanent magnet generator excitation regulator automatic voltage board avr 1pcs,"7,410",7410.0,PHP,wind,generator,amazon,amazon_products_Permanent_magnet_generator.csv,,,,,
670 12A Automatic Voltage Regulator Charger Voltage Regulator Permanent Magnet Generator Stabilizer Regulation Module Flywheel Generator Parts 5 Wires,670 12A Automatic Voltage Regulator Charger Voltage Regulator Permanent Magnet Generator Stabilizer Regulation Module Flywheel Generator Parts 5 Wires,670 12a automatic voltage regulator charger voltage regulator permanent magnet generator stabilizer regulation module flywheel generator parts 5 wires,"5,155",5155.0,PHP,wind,generator,amazon,amazon_products_Permanent_magnet_generator.csv,,,,,
Rectifier Bridge MDS 100A 1600v for Wind Turbine No Break Controller 3 Phase Module 5 Terminals Permanent Magnet Generator Starter,Rectifier Bridge MDS 100A 1600v for Wind Turbine No Break Controller 3 Phase Module 5 Terminals Permanent Magnet Generator Starter,rectifier bridge mds 100a 1600v for wind turbine no break controller 3 phase module 5 terminals permanent magnet generator starter,"1,231",1231.0,PHP,wind,turbine,amazon,amazon_products_Permanent_magnet_generator.csv,,,,,
MX321 Automatic Voltage Regulator PMG Permanent Magnet Generator Automatic Voltage Regulator Stabilizer Control Panel Three Phase Genset Spare Parts(MX321),MX321 Automatic Voltage Regulator PMG Permanent Magnet Generator Automatic Voltage Regulator Stabilizer Control Panel Three Phase Genset Spare Parts(MX321),mx321 automatic voltage regulator pmg permanent magnet generator automatic voltage regulator stabilizer control panel three phase genset spare parts mx321,"11,491",11491.0,PHP,solar,panel,amazon,amazon_products_Permanent_magnet_generator.csv,,,,,
1Pcs MX321 Automatic Voltage Regulator Permanent Magnet Generator Voltage Regulator Stabilizer Red Soft Glue Alternator Parts(MX321 C),1Pcs MX321 Automatic Voltage Regulator Permanent Magnet Generator Voltage Regulator Stabilizer Red Soft Glue Alternator Parts(MX321 C),1pcs mx321 automatic voltage regulator permanent magnet generator voltage regulator stabilizer red soft glue alternator parts mx321 c,"10,373",10373.0,PHP,wind,generator,amazon,amazon_products_Permanent_magnet_generator.csv,,,,,
MX321 Automatic Voltage Regulator Red PMG Permanent Magnet Generator Automatic Voltage Regulator Stabilizer Control Panel Three Phase Genset Spare Parts(MX321 C),MX321 Automatic Voltage Regulator Red PMG Permanent Magnet Generator Automatic Voltage Regulator Stabilizer Control Panel Three Phase Genset Spare Parts(MX321 C),mx321 automatic voltage regulator red pmg permanent magnet generator automatic voltage regulator stabilizer control panel three phase genset spare parts mx321 c,"8,342",8342.0,PHP,solar,panel,amazon,amazon_products_Permanent_magnet_generator.csv,,,,,
670 12A Automatic Voltage Regulator Permanent Magnet Flywheel Generator Voltage Regulator Charger KGE13E3 KGE12E3,670 12A Automatic Voltage Regulator Permanent Magnet Flywheel Generator Voltage Regulator Charger KGE13E3 KGE12E3,670 12a automatic voltage regulator permanent magnet flywheel generator voltage regulator charger kge13e3 kge12e3,"8,000",8000.0,PHP,wind,generator,amazon,amazon_products_Permanent_magnet_generator.csv,,,,,
MX341B Automatic Voltage Regulator Pressure PMG Permanent Magnet Generator Excitation AVR 200V 400V 1Pcs,MX341B Automatic Voltage Regulator Pressure PMG Permanent Magnet Generator Excitation AVR 200V 400V 1Pcs,mx341b automatic voltage regulator pressure pmg permanent magnet generator excitation avr 200v 400v 1pcs,"5,561",5561.0,PHP,wind,generator,amazon,amazon_products_Permanent_magnet_generator.csv,,,,,
"220V 800W 1300W 2000W AC Permanent Magnet Brushless High Power Generator Brushless Alternator Pulley Type Permanent Magnet(800W,110V)","220V 800W 1300W 2000W AC Permanent Magnet Brushless High Power Generator Brushless Alternator Pulley Type Permanent Magnet(800W,110V)",220v 800w 1300w 2000w ac permanent magnet brushless high power generator brushless alternator pulley type permanent magnet 800w 110v,"7,558",7558.0,PHP,wind,generator,amazon,amazon_products_Permanent_magnet_generator.csv,,,,,
Automatic Voltage Regulator MX321 Regulator Board Brushless Permanent Magnet Diesel Generator Set Excitation Regulator Board,Automatic Voltage Regulator MX321 Regulator Board Brushless Permanent Magnet Diesel Generator Set Excitation Regulator Board,automatic voltage regulator mx321 regulator board brushless permanent magnet diesel generator set excitation regulator board,"8,330",8330.0,PHP,wind,generator,amazon,amazon_products_Permanent_magnet_generator.csv,,,,,
MX321 Permanent Magnet Generator Excitation Regulator Automatic Voltage Board AVR 1Pcs,MX321 Permanent Magnet Generator Excitation Regulator Automatic Voltage Board AVR 1Pcs,mx321 permanent magnet generator excitation regulator automatic voltage board avr 1pcs,"10,083",10083.0,PHP,wind,generator,amazon,amazon_products_Permanent_magnet_generator.csv,,,,,
30W Three-Phase AC Permanent Magnet Wind Generator DIY Hand-M e Model Equipped with Rectifier Bridge Rectification,30W Three-Phase AC Permanent Magnet Wind Generator DIY Hand-Made Model Equipped with Rectifier Bridge Rectification,30w three-phase ac permanent magnet wind generator diy hand-m e model equipped with rectifier bridge rectification,"9,062",9062.0,PHP,wind,generator,amazon,amazon_products_Permanent_magnet_generator.csv,,,,,
MX341 Permanent Magnet Engine Accessory Excitation Regulator Automatic Voltage Regulator Brushless Generator Set Automatic Voltage Regulator(Copy MX341),MX341 Permanent Magnet Engine Accessory Excitation Regulator Automatic Voltage Regulator Brushless Generator Set Automatic Voltage Regulator(Copy MX341),mx341 permanent magnet engine accessory excitation regulator automatic voltage regulator brushless generator set automatic voltage regulator copy mx341,"9,322",9322.0,PHP,wind,generator,amazon,amazon_products_Permanent_magnet_generator.csv,,,,,
MX450 Automatic Voltage Regulator Permanent Magnet Excitation Regulator Regulator Diesel Brushless Generator Set Automatic Voltage Regulator,MX450 Automatic Voltage Regulator Permanent Magnet Excitation Regulator Regulator Diesel Brushless Generator Set Automatic Voltage Regulator,mx450 automatic voltage regulator permanent magnet excitation regulator regulator diesel brushless generator set automatic voltage regulator,"9,680",9680.0,PHP,wind,generator,amazon,amazon_products_Permanent_magnet_generator.csv,,,,,
MX321 stabilized plate diesel permanent magnet generator set excitation regulator engine automatic voltage regulator Automatic Voltage Regulator,MX321 stabilized plate diesel permanent magnet generator set excitation regulator engine automatic voltage regulator Automatic Voltage Regulator,mx321 stabilized plate diesel permanent magnet generator set excitation regulator engine automatic voltage regulator automatic voltage regulator,"10,000",10000.0,PHP,wind,generator,amazon,amazon_products_Permanent_magnet_generator.csv,,,,,
Generator Automatic Voltage Regulator MX341 Automatic Voltage Regulator Permanent Magnet Diesel Brushless Alternator Power Regulator Stabilizer,Generator Automatic Voltage Regulator MX341 Automatic Voltage Regulator Permanent Magnet Diesel Brushless Alternator Power Regulator Stabilizer,generator automatic voltage regulator mx341 automatic voltage regulator permanent magnet diesel brushless alternator power regulator stabilizer,"9,121",9121.0,PHP,wind,generator,amazon,amazon_products_Permanent_magnet_generator.csv,,,,,
"Portable Silent Diesel Generator 220V – Home Use Single Phase Permanent Magnet Power Generator, 3kW/5kW/6kW/8kW/10kW Options(10kw)","Portable Silent Diesel Generator 220V – Home Use Single Phase Permanent Magnet Power Generator, 3kW/5kW/6kW/8kW/10kW Options(10kw)",portable silent diesel generator 220v home use single phase permanent magnet power generator 3kw 5kw 6kw 8kw 10kw options 10kw,"316,373",316373.0,PHP,wind,generator,amazon,amazon_products_Permanent_magnet_generator.csv,,,,,
"Silent Diesel Generator 8–30kW, 380V 3-Phase – Portable Permanent Magnet Power Generator With Pure Copper Coil For Home & Industrial Use(20kw)","Silent Diesel Generator 8–30kW, 380V 3-Phase – Portable Permanent Magnet Power Generator With Pure Copper Coil For Home & Industrial Use(20kw)",silent diesel generator 8 30kw 380v 3-phase portable permanent magnet power generator with pure copper coil for home industrial use 20kw,"361,235",361235.0,PHP,wind,generator,amazon,amazon_products_Permanent_magnet_generator.csv,,,,,
"220V 3000W Permanent Magnet Brushless Small Alternator Pure Copper Wire Generator With Voltage Regulator And Belt Pulley(1500W 220V AC,110V)","220V 3000W Permanent Magnet Brushless Small Alternator Pure Copper Wire Generator With Voltage Regulator And Belt Pulley(1500W 220V AC,110V)",220v 3000w permanent magnet brushless small alternator pure copper wire generator with voltage regulator and belt pulley 1500w 220v ac 110v,"17,086",17086.0,PHP,wind,generator,amazon,amazon_products_Permanent_magnet_generator.csv,,,,,
"3000W 2000W 1000W Permanent Magnet Generator 220V AC Output Pure Copper Wire Core Alternator Energy 3KW Generators(3000W 220V AC,220V)","3000W 2000W 1000W Permanent Magnet Generator 220V AC Output Pure Copper Wire Core Alternator Energy 3KW Generators(3000W 220V AC,220V)",3000w 2000w 1000w permanent magnet generator 220v ac output pure copper wire core alternator energy 3kw generators 3000w 220v ac 220v,"18,812",18812.0,PHP,wind,generator,amazon,amazon_products_Permanent_magnet_generator.csv,,,,,
"1000W 220V Low RPM Brushless Alternator, 500-1500RPM Permanent Magnet Generator With Pure Copper Coil And Voltage Regulator, For Diesel Or Hydro Power Use","1000W 220V Low RPM Brushless Alternator, 500-1500RPM Permanent Magnet Generator With Pure Copper Coil And Voltage Regulator, For Diesel Or Hydro Power Use",1000w 220v low rpm brushless alternator 500-1500rpm permanent magnet generator with pure copper coil and voltage regulator for diesel or hydro power use,"21,793",21793.0,PHP,wind,generator,amazon,amazon_products_Permanent_magnet_generator.csv,,,,,
"3500W/5000W 220V Small Brushless Permanent Magnet Generator, Pure Copper Coil, Belt-Driven, For Lighting, Compatible With Gasoline Or Diesel Engine(5000W)","3500W/5000W 220V Small Brushless Permanent Magnet Generator, Pure Copper Coil, Belt-Driven, For Lighting, Compatible With Gasoline Or Diesel Engine(5000W)",3500w 5000w 220v small brushless permanent magnet generator pure copper coil belt-driven for lighting compatible with gasoline or diesel engine 5000w,"20,353",20353.0,PHP,wind,generator,amazon,amazon_products_Permanent_magnet_generator.csv,,,,,
High-Power DIY Disc Generator Coreless Generator Permanent Magnet Low Speed Wind Power ，Low Speed and High Efficiency,High-Power DIY Disc Generator Coreless Generator Permanent Magnet Low Speed Wind Power ，Low Speed and High Efficiency,high-power diy disc generator coreless generator permanent magnet low speed wind power low speed and high efficiency,"29,862",29862.0,PHP,wind,generator,amazon,amazon_products_Permanent_magnet_generator.csv,,,,,
"3500W/5000W 220V Small Brushless Permanent Magnet Generator, Pure Copper Coil, Belt-Driven, For Lighting, Compatible With Gasoline Or Diesel Engine(3500W)","3500W/5000W 220V Small Brushless Permanent Magnet Generator, Pure Copper Coil, Belt-Driven, For Lighting, Compatible With Gasoline Or Diesel Engine(3500W)",3500w 5000w 220v small brushless permanent magnet generator pure copper coil belt-driven for lighting compatible with gasoline or diesel engine 3500w,"16,858",16858.0,PHP,wind,generator,amazon,amazon_products_Permanent_magnet_generator.csv,,,,,
3500W Small Pulley Permanent Magnet Generator 220V High Power Permanent Magnet Brushless Generator Pure Copper Wire Lighting Generator Suitable for Home Lighting,3500W Small Pulley Permanent Magnet Generator 220V High Power Permanent Magnet Brushless Generator Pure Copper Wire Lighting Generator Suitable for Home Lighting,3500w small pulley permanent magnet generator 220v high power permanent magnet brushless generator pure copper wire lighting generator suitable for home lighting,"19,410",19410.0,PHP,wind,generator,amazon,amazon_products_Permanent_magnet_generator.csv,,,,,
2000W Permanent Magnet Brushless DC Generator 14V 28V Pure Copper Core Battery Charging With Voltage Regulator With Bracket Permanent Magnet Generator (Color : 28V),2000W Permanent Magnet Brushless DC Generator 14V 28V Pure Copper Core Battery Charging With Voltage Regulator With Bracket Permanent Magnet Generator (Color : 28V),2000w permanent magnet brushless dc generator 14v 28v pure copper core battery charging with voltage regulator with bracket permanent magnet generator color 28v,"14,486",14486.0,PHP,solar,battery,amazon,amazon_products_Permanent_magnet_generator.csv,,,,,
"WiFi Smart Energy Meter AC 63A 80-300V, WiFi Earth Leakage Over Under Voltage Protector, Circuit Breaker Din Rail, Electricity Energy Monitor APP Remote Control Smart Life 230V","WiFi Smart Energy Meter AC 63A 80-300V, WiFi Earth Leakage Over Under Voltage Protector, Circuit Breaker Din Rail, Electricity Energy Monitor APP Remote Control Smart Life 230V",wifi smart energy meter ac 63a 80-300v wifi earth leakage over under voltage protector circuit breaker din rail electricity energy monitor app remote control smart life 230v,"1,848",1848.0,PHP,solar,meter,amazon,amazon_products_Smart_energy_meter.csv,,,,,
TUYA WiFi Smart Energy Meter AC 63A 85-300V WiFi Smart Earth Leakage Over Under Voltage Protector Electricity Energy Monitor APP Remote Control Smart Life 230V 110V Compatible with Alexa Google Home,TUYA WiFi Smart Energy Meter AC 63A 85-300V WiFi Smart Earth Leakage Over Under Voltage Protector Electricity Energy Monitor APP Remote Control Smart Life 230V 110V Compatible with Alexa Google Home,tuya wifi smart energy meter ac 63a 85-300v wifi smart earth leakage over under voltage protector electricity energy monitor app remote control smart life 230v 110v compatible with alexa google home,"2,033",2033.0,PHP,solar,meter,amazon,amazon_products_Smart_energy_meter.csv,,,,,
"Shelly EM Gen3 + 50A Clamp, Wi-Fi-Operated Smart Energy Meter and Contactor Control Relay Switch, Works with Alexa, Home Assistant, Google Home, Electricity Usage Monitor, Real-Time Energy Tracking","Shelly EM Gen3 + 50A Clamp, Wi-Fi-Operated Smart Energy Meter and Contactor Control Relay Switch, Works with Alexa, Home Assistant, Google Home, Electricity Usage Monitor, Real-Time Energy Tracking",shelly em gen3 50a clamp wi-fi-operated smart energy meter and contactor control relay switch works with alexa home assistant google home electricity usage monitor real-time energy tracking,"4,313",4313.0,PHP,solar,meter,amazon,amazon_products_Smart_energy_meter.csv,,,,,
Aeotec Home Energy Meter 8 - Smart Electricity Monitor - Real-Time Usage and Production Tracking - Z-Wave Long Range - 2x200A Clamp-On Sensor - Supports 2-Phase Power - SmartThings - HomeAssistant,Aeotec Home Energy Meter 8 - Smart Electricity Monitor - Real-Time Usage and Production Tracking - Z-Wave Long Range - 2x200A Clamp-On Sensor - Supports 2-Phase Power - SmartThings - HomeAssistant,aeotec home energy meter 8 - smart electricity monitor - real-time usage and production tracking - z-wave long range - 2x200a clamp-on sensor - supports 2-phase power - smartthings - homeassistant,"5,915",5915.0,PHP,solar,meter,amazon,amazon_products_Smart_energy_meter.csv,,,,,
"3 Phase Din Rail Smart Energy Meter, 60?300V 100A Home Energy Monitor, 4W Bidirectional Power Meter Circuit Breaker Timer with Tuya App Control, Voltage Current","3 Phase Din Rail Smart Energy Meter, 60?300V 100A Home Energy Monitor, 4W Bidirectional Power Meter Circuit Breaker Timer with Tuya App Control, Voltage Current",3 phase din rail smart energy meter 60 300v 100a home energy monitor 4w bidirectional power meter circuit breaker timer with tuya app control voltage current,"4,839",4839.0,PHP,solar,meter,amazon,amazon_products_Smart_energy_meter.csv,,,,,
"Digital Electric Sub Meters for Landlords, 120/240V CL200 Single Phase, Electricity Usage Meter, Power Energy Meter, kWh Sub Meter, ANSI Form 2S Plug-in Electric Submeters for RV Power, Rental Units","Digital Electric Sub Meters for Landlords, 120/240V CL200 Single Phase, Electricity Usage Meter, Power Energy Meter, kWh Sub Meter, ANSI Form 2S Plug-in Electric Submeters for RV Power, Rental Units",digital electric sub meters for landlords 120 240v cl200 single phase electricity usage meter power energy meter kwh sub meter ansi form 2s plug-in electric submeters for rv power rental units,"3,327",3327.0,PHP,solar,meter,amazon,amazon_products_Smart_energy_meter.csv,,,,,
AT2PW 100A Tuya WiFi Din Rail Energy Meter Smart Switch Remote Control AC 220V 110V Digital Volt Amp Kwh Frequency Factor Meter,AT2PW 100A Tuya WiFi Din Rail Energy Meter Smart Switch Remote Control AC 220V 110V Digital Volt Amp Kwh Frequency Factor Meter,at2pw 100a tuya wifi din rail energy meter smart switch remote control ac 220v 110v digital volt amp kwh frequency factor meter,"1,842",1842.0,PHP,solar,meter,amazon,amazon_products_Smart_energy_meter.csv,,,,,
"meross Matter Presence Sensor MS605, Battery-Powered 4-in-1 Smart Motion Sensor with AI Learning, IP67 PIR & Light & mmWave R ar, Matter Over Thre , Supports Home Assistant, HomeKit, Alexa (1 Pack)","meross Matter Presence Sensor MS605, Battery-Powered 4-in-1 Smart Motion Sensor with AI Learning, IP67 PIR & Light & mmWave Radar, Matter Over Thread, Supports Home Assistant, HomeKit, Alexa (1 Pack)",meross matter presence sensor ms605 battery-powered 4-in-1 smart motion sensor with ai learning ip67 pir light mmwave r ar matter over thre supports home assistant homekit alexa 1 pack,"1,848",1848.0,PHP,solar,battery,amazon,amazon_products_Smart_energy_meter.csv,,,,,
diymore WiFi Digital Single Phase Energy Meter Tester Electricity Usage Monitor AC 110V 40V~300V 100A Ampermeter Power Voltmeter Voltage Amps Watt Kwh Frequency Power Factor Meter Multimeter,diymore WiFi Digital Single Phase Energy Meter Tester Electricity Usage Monitor AC 110V 40V~300V 100A Ampermeter Power Voltmeter Voltage Amps Watt Kwh Frequency Power Factor Meter Multimeter,diymore wifi digital single phase energy meter tester electricity usage monitor ac 110v 40v 300v 100a ampermeter power voltmeter voltage amps watt kwh frequency power factor meter multimeter,"1,663",1663.0,PHP,solar,meter,amazon,amazon_products_Smart_energy_meter.csv,,,,,
