product_name,description,category,subcategory,price_value,price_raw,currency,source,seller,location,url,ratings,reviews,source_file,renewable_type,product_type,document_text,summary,doc_id
2000W 110V/220V Permanent Magnet Brushless Small AC Generator Permanent Magnet AC Generator With Voltage Stabilizing Pure Copper Wire(110V),,wind,generator,10176.0,"10,176",PHP,amazon,,,,,,amazon_products_Permanent_magnet_generator.csv,wind,generator,2000W 110V/220V Permanent Magnet Brushless Small AC Generator Permanent Magnet AC Generator With Voltage Stabilizing Pure Copper Wire(110V). Category: wind/generator. Renewable: wind. Type: generator. Price: PHP 10176.0. Source: amazon. Ratings:  ( reviews). URL: .,2000W 110V/220V Permanent Magnet Brushless Small AC Generator Permanent Magnet AC Generator With Voltage Stabilizing Pure Copper Wire(110V).,prod_001453
CHANCS 60KTYZ AC 110V 1.5RPM CW/CCW Permanent Magnet Synchronous Gear Motor with Motor Universal Mounting Fixed Bracket,,solar,mounting,1848.0,"1,848",PHP,amazon,,,,,,amazon_products_Permanent_magnet_generator.csv,solar,mounting_system,CHANCS 60KTYZ AC 110V 1.5RPM CW/CCW Permanent Magnet Synchronous Gear Motor with Motor Universal Mounting Fixed Bracket. Category: solar/mounting. Renewable: solar. Type: mounting_system. Price: PHP 1848.0. Source: amazon. Ratings:  ( reviews). URL: .,CHANCS 60KTYZ AC 110V 1.,prod_001454
"Gear Reduction Motor, Gear Reduction Motor Brush DC Motor Permanent Magnet Reduction Eletric Motor Generator, 12V 250W Long-Lasting Pure Copper Belt Pulley Geared Motor Accessory",,wind,generator,6109.0,"6,109",PHP,amazon,,,,,,amazon_products_Permanent_magnet_generator.csv,wind,generator,"Gear Reduction Motor, Gear Reduction Motor Brush DC Motor Permanent Magnet Reduction Eletric Motor Generator, 12V 250W Long-Lasting Pure Copper Belt Pulley Geared Motor Accessory. Category: wind/generator. Renewable: wind. Type: generator. Price: PHP 6109.0. Source: amazon. Ratings:  ( reviews). URL: .","Gear Reduction Motor, Gear Reduction Motor Brush DC Motor Permanent Magnet Reduction Eletric Motor Generator, 12V 250W Long-Lasting Pure Copper Belt Pulley Geared Motor Accessory.",prod_001455
187 Permanent Magnet Generator Charger Regulator 12v Module Generator Parts Accessories 12A,,wind,generator,6639.0,"6,639",PHP,amazon,,,,,,amazon_products_Permanent_magnet_generator.csv,wind,generator,187 Permanent Magnet Generator Charger Regulator 12v Module Generator Parts Accessories 12A. Category: wind/generator. Renewable: wind. Type: generator. Price: PHP 6639.0. Source: amazon. Ratings:  ( reviews). URL: .,187 Permanent Magnet Generator Charger Regulator 12v Module Generator Parts Accessories 12A.,prod_001456
1500W 110V/220V Permanent Magnet Brushless Alternator Low Speed Generator Built-in Voltage Regulator Pure Copper Generator(110V),,wind,generator,10487.0,"10,487",PHP,amazon,,,,,,amazon_products_Permanent_magnet_generator.csv,wind,generator,1500W 110V/220V Permanent Magnet Brushless Alternator Low Speed Generator Built-in Voltage Regulator Pure Copper Generator(110V). Category: wind/generator. Renewable: wind. Type: generator. Price: PHP 10487.0. Source: amazon. Ratings:  ( reviews). URL: .,1500W 110V/220V Permanent Magnet Brushless Alternator Low Speed Generator Built-in Voltage Regulator Pure Copper Generator(110V).,prod_001457
MX321 Rubber Permanent Magnet Voltage Regulators Stabilizers 250kva Diesel Generator Automatic Voltage Regulator for Big Power Generator Set,,wind,generator,14298.0,"14,298",PHP,amazon,,,,,,amazon_products_Permanent_magnet_generator.csv,wind,generator,MX321 Rubber Permanent Magnet Voltage Regulators Stabilizers 250kva Diesel Generator Automatic Voltage Regulator for Big Power Generator Set. Category: wind/generator. Renewable: wind. Type: generator. Price: PHP 14298.0. Source: amazon. Ratings:  ( reviews). URL: .,MX321 Rubber Permanent Magnet Voltage Regulators Stabilizers 250kva Diesel Generator Automatic Voltage Regulator for Big Power Generator Set.,prod_001458
MX341-A Permanent Magnet Generator Excitation Regulator Automatic Voltage Board AVR 1Pcs,,wind,generator,8026.0,"8,026",PHP,amazon,,,,,,amazon_products_Permanent_magnet_generator.csv,wind,generator,MX341-A Permanent Magnet Generator Excitation Regulator Automatic Voltage Board AVR 1Pcs. Category: wind/generator. Renewable: wind. Type: generator. Price: PHP 8026.0. Source: amazon. Ratings:  ( reviews). URL: .,MX341-A Permanent Magnet Generator Excitation Regulator Automatic Voltage Board AVR 1Pcs.,prod_001459
MX341 Automatic Voltage Regulator PMG Permanent Magnet Generator Automatic Regulator Control Module Board Generator Set Parts,,wind,generator,6675.0,"6,675",PHP,amazon,,,,,,amazon_products_Permanent_magnet_generator.csv,wind,generator,MX341 Automatic Voltage Regulator PMG Permanent Magnet Generator Automatic Regulator Control Module Board Generator Set Parts. Category: wind/generator. Renewable: wind. Type: generator. Price: PHP 6675.0. Source: amazon. Ratings:  ( reviews). URL: .,MX341 Automatic Voltage Regulator PMG Permanent Magnet Generator Automatic Regulator Control Module Board Generator Set Parts.,prod_001460
Generator Automatic voltage regulator MX341 Automatic Voltage Regulator Permanent magnet Diesel brushless alternator Power regulator stabilizer(Normal),,wind,generator,10592.0,"10,592",PHP,amazon,,,,,,amazon_products_Permanent_magnet_generator.csv,wind,generator,Generator Automatic voltage regulator MX341 Automatic Voltage Regulator Permanent magnet Diesel brushless alternator Power regulator stabilizer(Normal). Category: wind/generator. Renewable: wind. Type: generator. Price: PHP 10592.0. Source: amazon. Ratings:  ( reviews). URL: .,Generator Automatic voltage regulator MX341 Automatic Voltage Regulator Permanent magnet Diesel brushless alternator Power regulator stabilizer(Normal).,prod_001461
MX341 MX321-2 Automatic Voltage Regulator Automatic Voltage Regulator for Brushless Permanent Magnet Generator MX341B Excitation Regulator(MX341-2),,wind,generator,7550.0,"7,550",PHP,amazon,,,,,,amazon_products_Permanent_magnet_generator.csv,wind,generator,MX341 MX321-2 Automatic Voltage Regulator Automatic Voltage Regulator for Brushless Permanent Magnet Generator MX341B Excitation Regulator(MX341-2). Category: wind/generator. Renewable: wind. Type: generator. Price: PHP 7550.0. Source: amazon. Ratings:  ( reviews). URL: .,MX341 MX321-2 Automatic Voltage Regulator Automatic Voltage Regulator for Brushless Permanent Magnet Generator MX341B Excitation Regulator(MX341-2).,prod_001462
MX341-2 Permanent Magnet Generator Excitation Regulator Automatic Voltage Board AVR 1Pcs,,wind,generator,7410.0,"7,410",PHP,amazon,,,,,,amazon_products_Permanent_magnet_generator.csv,wind,generator,MX341-2 Permanent Magnet Generator Excitation Regulator Automatic Voltage Board AVR 1Pcs. Category: wind/generator. Renewable: wind. Type: generator. Price: PHP 7410.0. Source: amazon. Ratings:  ( reviews). URL: .,MX341-2 Permanent Magnet Generator Excitation Regulator Automatic Voltage Board AVR 1Pcs.,prod_001463
670 12A Automatic Voltage Regulator Charger Voltage Regulator Permanent Magnet Generator Stabilizer Regulation Module Flywheel Generator Parts 5 Wires,,wind,generator,5155.0,"5,155",PHP,amazon,,,,,,amazon_products_Permanent_magnet_generator.csv,wind,generator,670 12A Automatic Voltage Regulator Charger Voltage Regulator Permanent Magnet Generator Stabilizer Regulation Module Flywheel Generator Parts 5 Wires. Category: wind/generator. Renewable: wind. Type: generator. Price: PHP 5155.0. Source: amazon. Ratings:  ( reviews). URL: .,670 12A Automatic Voltage Regulator Charger Voltage Regulator Permanent Magnet Generator Stabilizer Regulation Module Flywheel Generator Parts 5 Wires.,prod_001464
Rectifier Bridge MDS 100A 1600v for Wind Turbine No Break Controller 3 Phase Module 5 Terminals Permanent Magnet Generator Starter,,wind,turbine,1231.0,"1,231",PHP,amazon,,,,,,amazon_products_Permanent_magnet_generator.csv,wind,controller,Rectifier Bridge MDS 100A 1600v for Wind Turbine No Break Controller 3 Phase Module 5 Terminals Permanent Magnet Generator Starter. Category: wind/turbine. Renewable: wind. Type: controller. Price: PHP 1231.0. Source: amazon. Ratings:  ( reviews). URL: .,Rectifier Bridge MDS 100A 1600v for Wind Turbine No Break Controller 3 Phase Module 5 Terminals Permanent Magnet Generator Starter.,prod_001465
MX321 Automatic Voltage Regulator PMG Permanent Magnet Generator Automatic Voltage Regulator Stabilizer Control Panel Three Phase Genset Spare Parts(MX321),,solar,panel,11491.0,"11,491",PHP,amazon,,,,,,amazon_products_Permanent_magnet_generator.csv,solar,panel,MX321 Automatic Voltage Regulator PMG Permanent Magnet Generator Automatic Voltage Regulator Stabilizer Control Panel Three Phase Genset Spare Parts(MX321). Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 11491.0. Source: amazon. Ratings:  ( reviews). URL: .,MX321 Automatic Voltage Regulator PMG Permanent Magnet Generator Automatic Voltage Regulator Stabilizer Control Panel Three Phase Genset Spare Parts(MX321).,prod_001466
1Pcs MX321 Automatic Voltage Regulator Permanent Magnet Generator Voltage Regulator Stabilizer Red Soft Glue Alternator Parts(MX321 C),,wind,generator,10373.0,"10,373",PHP,amazon,,,,,,amazon_products_Permanent_magnet_generator.csv,wind,generator,1Pcs MX321 Automatic Voltage Regulator Permanent Magnet Generator Voltage Regulator Stabilizer Red Soft Glue Alternator Parts(MX321 C). Category: wind/generator. Renewable: wind. Type: generator. Price: PHP 10373.0. Source: amazon. Ratings:  ( reviews). URL: .,1Pcs MX321 Automatic Voltage Regulator Permanent Magnet Generator Voltage Regulator Stabilizer Red Soft Glue Alternator Parts(MX321 C).,prod_001467
MX321 Automatic Voltage Regulator Red PMG Permanent Magnet Generator Automatic Voltage Regulator Stabilizer Control Panel Three Phase Genset Spare Parts(MX321 C),,solar,panel,8342.0,"8,342",PHP,amazon,,,,,,amazon_products_Permanent_magnet_generator.csv,solar,panel,MX321 Automatic Voltage Regulator Red PMG Permanent Magnet Generator Automatic Voltage Regulator Stabilizer Control Panel Three Phase Genset Spare Parts(MX321 C). Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 8342.0. Source: amazon. Ratings:  ( reviews). URL: .,MX321 Automatic Voltage Regulator Red PMG Permanent Magnet Generator Automatic Voltage Regulator Stabilizer Control Panel Three Phase Genset Spare Parts(MX321 C).,prod_001468
670 12A Automatic Voltage Regulator Permanent Magnet Flywheel Generator Voltage Regulator Charger KGE13E3 KGE12E3,,wind,generator,8000.0,"8,000",PHP,amazon,,,,,,amazon_products_Permanent_magnet_generator.csv,wind,generator,670 12A Automatic Voltage Regulator Permanent Magnet Flywheel Generator Voltage Regulator Charger KGE13E3 KGE12E3. Category: wind/generator. Renewable: wind. Type: generator. Price: PHP 8000.0. Source: amazon. Ratings:  ( reviews). URL: .,670 12A Automatic Voltage Regulator Permanent Magnet Flywheel Generator Voltage Regulator Charger KGE13E3 KGE12E3.,prod_001469
MX341B Automatic Voltage Regulator Pressure PMG Permanent Magnet Generator Excitation AVR 200V 400V 1Pcs,,wind,generator,5561.0,"5,561",PHP,amazon,,,,,,amazon_products_Permanent_magnet_generator.csv,wind,generator,MX341B Automatic Voltage Regulator Pressure PMG Permanent Magnet Generator Excitation AVR 200V 400V 1Pcs. Category: wind/generator. Renewable: wind. Type: generator. Price: PHP 5561.0. Source: amazon. Ratings:  ( reviews). URL: .,MX341B Automatic Voltage Regulator Pressure PMG Permanent Magnet Generator Excitation AVR 200V 400V 1Pcs.,prod_001470
"220V 800W 1300W 2000W AC Permanent Magnet Brushless High Power Generator Brushless Alternator Pulley Type Permanent Magnet(800W,110V)",,wind,generator,7558.0,"7,558",PHP,amazon,,,,,,amazon_products_Permanent_magnet_generator.csv,wind,generator,"220V 800W 1300W 2000W AC Permanent Magnet Brushless High Power Generator Brushless Alternator Pulley Type Permanent Magnet(800W,110V). Category: wind/generator. Renewable: wind. Type: generator. Price: PHP 7558.0. Source: amazon. Ratings:  ( reviews). URL: .","220V 800W 1300W 2000W AC Permanent Magnet Brushless High Power Generator Brushless Alternator Pulley Type Permanent Magnet(800W,110V).",prod_001471
Automatic Voltage Regulator MX321 Regulator Board Brushless Permanent Magnet Diesel Generator Set Excitation Regulator Board,,wind,generator,8330.0,"8,330",PHP,amazon,,,,,,amazon_products_Permanent_magnet_generator.csv,wind,generator,Automatic Voltage Regulator MX321 Regulator Board Brushless Permanent Magnet Diesel Generator Set Excitation Regulator Board. Category: wind/generator. Renewable: wind. Type: generator. Price: PHP 8330.0. Source: amazon. Ratings:  ( reviews). URL: .,Automatic Voltage Regulator MX321 Regulator Board Brushless Permanent Magnet Diesel Generator Set Excitation Regulator Board.,prod_001472
MX321 Permanent Magnet Generator Excitation Regulator Automatic Voltage Board AVR 1Pcs,,wind,generator,10083.0,"10,083",PHP,amazon,,,,,,amazon_products_Permanent_magnet_generator.csv,wind,generator,MX321 Permanent Magnet Generator Excitation Regulator Automatic Voltage Board AVR 1Pcs. Category: wind/generator. Renewable: wind. Type: generator. Price: PHP 10083.0. Source: amazon. Ratings:  ( reviews). URL: .,MX321 Permanent Magnet Generator Excitation Regulator Automatic Voltage Board AVR 1Pcs.,prod_001473
30W Three-Phase AC Permanent Magnet Wind Generator DIY Hand-M e Model Equipped with Rectifier Bridge Rectification,,wind,generator,9062.0,"9,062",PHP,amazon,,,,,,amazon_products_Permanent_magnet_generator.csv,wind,generator,30W Three-Phase AC Permanent Magnet Wind Generator DIY Hand-M e Model Equipped with Rectifier Bridge Rectification. Category: wind/generator. Renewable: wind. Type: generator. Price: PHP 9062.0. Source: amazon. Ratings:  ( reviews). URL: .,30W Three-Phase AC Permanent Magnet Wind Generator DIY Hand-M e Model Equipped with Rectifier Bridge Rectification.,prod_001474
MX341 Permanent Magnet Engine Accessory Excitation Regulator Automatic Voltage Regulator Brushless Generator Set Automatic Voltage Regulator(Copy MX341),,wind,generator,9322.0,"9,322",PHP,amazon,,,,,,amazon_products_Permanent_magnet_generator.csv,wind,generator,MX341 Permanent Magnet Engine Accessory Excitation Regulator Automatic Voltage Regulator Brushless Generator Set Automatic Voltage Regulator(Copy MX341). Category: wind/generator. Renewable: wind. Type: generator. Price: PHP 9322.0. Source: amazon. Ratings:  ( reviews). URL: .,MX341 Permanent Magnet Engine Accessory Excitation Regulator Automatic Voltage Regulator Brushless Generator Set Automatic Voltage Regulator(Copy MX341).,prod_001475
MX450 Automatic Voltage Regulator Permanent Magnet Excitation Regulator Regulator Diesel Brushless Generator Set Automatic Voltage Regulator,,wind,generator,9680.0,"9,680",PHP,amazon,,,,,,amazon_products_Permanent_magnet_generator.csv,wind,generator,MX450 Automatic Voltage Regulator Permanent Magnet Excitation Regulator Regulator Diesel Brushless Generator Set Automatic Voltage Regulator. Category: wind/generator. Renewable: wind. Type: generator. Price: PHP 9680.0. Source: amazon. Ratings:  ( reviews). URL: .,MX450 Automatic Voltage Regulator Permanent Magnet Excitation Regulator Regulator Diesel Brushless Generator Set Automatic Voltage Regulator.,prod_001476
MX321 stabilized plate diesel permanent magnet generator set excitation regulator engine automatic voltage regulator Automatic Voltage Regulator,,wind,generator,10000.0,"10,000",PHP,amazon,,,,,,amazon_products_Permanent_magnet_generator.csv,wind,generator,MX321 stabilized plate diesel permanent magnet generator set excitation regulator engine automatic voltage regulator Automatic Voltage Regulator. Category: wind/generator. Renewable: wind. Type: generator. Price: PHP 10000.0. Source: amazon. Ratings:  ( reviews). URL: .,MX321 stabilized plate diesel permanent magnet generator set excitation regulator engine automatic voltage regulator Automatic Voltage Regulator.,prod_001477
Generator Automatic Voltage Regulator MX341 Automatic Voltage Regulator Permanent Magnet Diesel Brushless Alternator Power Regulator Stabilizer,,wind,generator,9121.0,"9,121",PHP,amazon,,,,,,amazon_products_Permanent_magnet_generator.csv,wind,generator,Generator Automatic Voltage Regulator MX341 Automatic Voltage Regulator Permanent Magnet Diesel Brushless Alternator Power Regulator Stabilizer. Category: wind/generator. Renewable: wind. Type: generator. Price: PHP 9121.0. Source: amazon. Ratings:  ( reviews). URL: .,Generator Automatic Voltage Regulator MX341 Automatic Voltage Regulator Permanent Magnet Diesel Brushless Alternator Power Regulator Stabilizer.,prod_001478
"Portable Silent Diesel Generator 220V – Home Use Single Phase Permanent Magnet Power Generator, 3kW/5kW/6kW/8kW/10kW Options(10kw)",,wind,generator,316373.0,"316,373",PHP,amazon,,,,,,amazon_products_Permanent_magnet_generator.csv,wind,generator,"Portable Silent Diesel Generator 220V – Home Use Single Phase Permanent Magnet Power Generator, 3kW/5kW/6kW/8kW/10kW Options(10kw). Category: wind/generator. Renewable: wind. Type: generator. Price: PHP 316373.0. Source: amazon. Ratings:  ( reviews). URL: .","Portable Silent Diesel Generator 220V – Home Use Single Phase Permanent Magnet Power Generator, 3kW/5kW/6kW/8kW/10kW Options(10kw).",prod_001479
"Silent Diesel Generator 8–30kW, 380V 3-Phase – Portable Permanent Magnet Power Generator With Pure Copper Coil For Home & Industrial Use(20kw)",,wind,generator,361235.0,"361,235",PHP,amazon,,,,,,amazon_products_Permanent_magnet_generator.csv,wind,generator,"Silent Diesel Generator 8–30kW, 380V 3-Phase – Portable Permanent Magnet Power Generator With Pure Copper Coil For Home & Industrial Use(20kw). Category: wind/generator. Renewable: wind. Type: generator. Price: PHP 361235.0. Source: amazon. Ratings:  ( reviews). URL: .","Silent Diesel Generator 8–30kW, 380V 3-Phase – Portable Permanent Magnet Power Generator With Pure Copper Coil For Home & Industrial Use(20kw).",prod_001480
"220V 3000W Permanent Magnet Brushless Small Alternator Pure Copper Wire Generator With Voltage Regulator And Belt Pulley(1500W 220V AC,110V)",,wind,generator,17086.0,"17,086",PHP,amazon,,,,,,amazon_products_Permanent_magnet_generator.csv,wind,generator,"220V 3000W Permanent Magnet Brushless Small Alternator Pure Copper Wire Generator With Voltage Regulator And Belt Pulley(1500W 220V AC,110V). Category: wind/generator. Renewable: wind. Type: generator. Price: PHP 17086.0. Source: amazon. Ratings:  ( reviews). URL: .","220V 3000W Permanent Magnet Brushless Small Alternator Pure Copper Wire Generator With Voltage Regulator And Belt Pulley(1500W 220V AC,110V).",prod_001481
"3000W 2000W 1000W Permanent Magnet Generator 220V AC Output Pure Copper Wire Core Alternator Energy 3KW Generators(3000W 220V AC,220V)",,wind,generator,18812.0,"18,812",PHP,amazon,,,,,,amazon_products_Permanent_magnet_generator.csv,wind,generator,"3000W 2000W 1000W Permanent Magnet Generator 220V AC Output Pure Copper Wire Core Alternator Energy 3KW Generators(3000W 220V AC,220V). Category: wind/generator. Renewable: wind. Type: generator. Price: PHP 18812.0. Source: amazon. Ratings:  ( reviews). URL: .","3000W 2000W 1000W Permanent Magnet Generator 220V AC Output Pure Copper Wire Core Alternator Energy 3KW Generators(3000W 220V AC,220V).",prod_001482
"1000W 220V Low RPM Brushless Alternator, 500-1500RPM Permanent Magnet Generator With Pure Copper Coil And Voltage Regulator, For Diesel Or Hydro Power Use",,wind,generator,21793.0,"21,793",PHP,amazon,,,,,,amazon_products_Permanent_magnet_generator.csv,wind,generator,"1000W 220V Low RPM Brushless Alternator, 500-1500RPM Permanent Magnet Generator With Pure Copper Coil And Voltage Regulator, For Diesel Or Hydro Power Use. Category: wind/generator. Renewable: wind. Type: generator. Price: PHP 21793.0. Source: amazon. Ratings:  ( reviews). URL: .","1000W 220V Low RPM Brushless Alternator, 500-1500RPM Permanent Magnet Generator With Pure Copper Coil And Voltage Regulator, For Diesel Or Hydro Power Use.",prod_001483
"3500W/5000W 220V Small Brushless Permanent Magnet Generator, Pure Copper Coil, Belt-Driven, For Lighting, Compatible With Gasoline Or Diesel Engine(5000W)",,wind,generator,20353.0,"20,353",PHP,amazon,,,,,,amazon_products_Permanent_magnet_generator.csv,wind,generator,"3500W/5000W 220V Small Brushless Permanent Magnet Generator, Pure Copper Coil, Belt-Driven, For Lighting, Compatible With Gasoline Or Diesel Engine(5000W). Category: wind/generator. Renewable: wind. Type: generator. Price: PHP 20353.0. Source: amazon. Ratings:  ( reviews). URL: .","3500W/5000W 220V Small Brushless Permanent Magnet Generator, Pure Copper Coil, Belt-Driven, For Lighting, Compatible With Gasoline Or Diesel Engine(5000W).",prod_001484
High-Power DIY Disc Generator Coreless Generator Permanent Magnet Low Speed Wind Power ，Low Speed and High Efficiency,,wind,generator,29862.0,"29,862",PHP,amazon,,,,,,amazon_products_Permanent_magnet_generator.csv,wind,generator,High-Power DIY Disc Generator Coreless Generator Permanent Magnet Low Speed Wind Power ，Low Speed and High Efficiency. Category: wind/generator. Renewable: wind. Type: generator. Price: PHP 29862.0. Source: amazon. Ratings:  ( reviews). URL: .,High-Power DIY Disc Generator Coreless Generator Permanent Magnet Low Speed Wind Power ，Low Speed and High Efficiency.,prod_001485
"3500W/5000W 220V Small Brushless Permanent Magnet Generator, Pure Copper Coil, Belt-Driven, For Lighting, Compatible With Gasoline Or Diesel Engine(3500W)",,wind,generator,16858.0,"16,858",PHP,amazon,,,,,,amazon_products_Permanent_magnet_generator.csv,wind,generator,"3500W/5000W 220V Small Brushless Permanent Magnet Generator, Pure Copper Coil, Belt-Driven, For Lighting, Compatible With Gasoline Or Diesel Engine(3500W). Category: wind/generator. Renewable: wind. Type: generator. Price: PHP 16858.0. Source: amazon. Ratings:  ( reviews). URL: .","3500W/5000W 220V Small Brushless Permanent Magnet Generator, Pure Copper Coil, Belt-Driven, For Lighting, Compatible With Gasoline Or Diesel Engine(3500W).",prod_001486
3500W Small Pulley Permanent Magnet Generator 220V High Power Permanent Magnet Brushless Generator Pure Copper Wire Lighting Generator Suitable for Home Lighting,,wind,generator,19410.0,"19,410",PHP,amazon,,,,,,amazon_products_Permanent_magnet_generator.csv,wind,generator,3500W Small Pulley Permanent Magnet Generator 220V High Power Permanent Magnet Brushless Generator Pure Copper Wire Lighting Generator Suitable for Home Lighting. Category: wind/generator. Renewable: wind. Type: generator. Price: PHP 19410.0. Source: amazon. Ratings:  ( reviews). URL: .,3500W Small Pulley Permanent Magnet Generator 220V High Power Permanent Magnet Brushless Generator Pure Copper Wire Lighting Generator Suitable for Home Lighting.,prod_001487
2000W Permanent Magnet Brushless DC Generator 14V 28V Pure Copper Core Battery Charging With Voltage Regulator With Bracket Permanent Magnet Generator (Color : 28V),,solar,battery,14486.0,"14,486",PHP,amazon,,,,,,amazon_products_Permanent_magnet_generator.csv,solar,battery,2000W Permanent Magnet Brushless DC Generator 14V 28V Pure Copper Core Battery Charging With Voltage Regulator With Bracket Permanent Magnet Generator (Color : 28V). Category: solar/battery. Renewable: solar. Type: battery. Price: PHP 14486.0. Source: amazon. Ratings:  ( reviews). URL: .,2000W Permanent Magnet Brushless DC Generator 14V 28V Pure Copper Core Battery Charging With Voltage Regulator With Bracket Permanent Magnet Generator (Color : 28V).,prod_001488
"WiFi Smart Energy Meter AC 63A 80-300V, WiFi Earth Leakage Over Under Voltage Protector, Circuit Breaker Din Rail, Electricity Energy Monitor APP Remote Control Smart Life 230V",,solar,meter,1848.0,"1,848",PHP,amazon,,,,,,amazon_products_Smart_energy_meter.csv,solar,meter,"WiFi Smart Energy Meter AC 63A 80-300V, WiFi Earth Leakage Over Under Voltage Protector, Circuit Breaker Din Rail, Electricity Energy Monitor APP Remote Control Smart Life 230V. Category: solar/meter. Renewable: solar. Type: meter. Price: PHP 1848.0. Source: amazon. Ratings:  ( reviews). URL: .","WiFi Smart Energy Meter AC 63A 80-300V, WiFi Earth Leakage Over Under Voltage Protector, Circuit Breaker Din Rail, Electricity Energy Monitor APP Remote Control Smart Life 230V.",prod_001489
TUYA WiFi Smart Energy Meter AC 63A 85-300V WiFi Smart Earth Leakage Over Under Voltage Protector Electricity Energy Monitor APP Remote Control Smart Life 230V 110V Compatible with Alexa Google Home,,solar,meter,2033.0,"2,033",PHP,amazon,,,,,,amazon_products_Smart_energy_meter.csv,solar,meter,TUYA WiFi Smart Energy Meter AC 63A 85-300V WiFi Smart Earth Leakage Over Under Voltage Protector Electricity Energy Monitor APP Remote Control Smart Life 230V 110V Compatible with Alexa Google Home. Category: solar/meter. Renewable: solar. Type: meter. Price: PHP 2033.0. Source: amazon. Ratings:  ( reviews). URL: .,TUYA WiFi Smart Energy Meter AC 63A 85-300V WiFi Smart Earth Leakage Over Under Voltage Protector Electricity Energy Monitor APP Remote Control Smart Life 230V 110V Compatible with Alexa Google Home.,prod_001490
"Shelly EM Gen3 + 50A Clamp, Wi-Fi-Operated Smart Energy Meter and Contactor Control Relay Switch, Works with Alexa, Home Assistant, Google Home, Electricity Usage Monitor, Real-Time Energy Tracking",,solar,meter,4313.0,"4,313",PHP,amazon,,,,,,amazon_products_Smart_energy_meter.csv,solar,mounting_system,"Shelly EM Gen3 + 50A Clamp, Wi-Fi-Operated Smart Energy Meter and Contactor Control Relay Switch, Works with Alexa, Home Assistant, Google Home, Electricity Usage Monitor, Real-Time Energy Tracking. Category: solar/meter. Renewable: solar. Type: mounting_system. Price: PHP 4313.0. Source: amazon. Ratings:  ( reviews). URL: .","Shelly EM Gen3 + 50A Clamp, Wi-Fi-Operated Smart Energy Meter and Contactor Control Relay Switch, Works with Alexa, Home Assistant, Google Home, Electricity Usage Monitor, Real-Time Energy Tracking.",prod_001491
Aeotec Home Energy Meter 8 - Smart Electricity Monitor - Real-Time Usage and Production Tracking - Z-Wave Long Range - 2x200A Clamp-On Sensor - Supports 2-Phase Power - SmartThings - HomeAssistant,,solar,meter,5915.0,"5,915",PHP,amazon,,,,,,amazon_products_Smart_energy_meter.csv,solar,mounting_system,Aeotec Home Energy Meter 8 - Smart Electricity Monitor - Real-Time Usage and Production Tracking - Z-Wave Long Range - 2x200A Clamp-On Sensor - Supports 2-Phase Power - SmartThings - HomeAssistant. Category: solar/meter. Renewable: solar. Type: mounting_system. Price: PHP 5915.0. Source: amazon. Ratings:  ( reviews). URL: .,Aeotec Home Energy Meter 8 - Smart Electricity Monitor - Real-Time Usage and Production Tracking - Z-Wave Long Range - 2x200A Clamp-On Sensor - Supports 2-Phase Power - SmartThings - HomeAssistant.,prod_001492
"3 Phase Din Rail Smart Energy Meter, 60?300V 100A Home Energy Monitor, 4W Bidirectional Power Meter Circuit Breaker Timer with Tuya App Control, Voltage Current",,solar,meter,4839.0,"4,839",PHP,amazon,,,,,,amazon_products_Smart_energy_meter.csv,solar,meter,"3 Phase Din Rail Smart Energy Meter, 60?300V 100A Home Energy Monitor, 4W Bidirectional Power Meter Circuit Breaker Timer with Tuya App Control, Voltage Current. Category: solar/meter. Renewable: solar. Type: meter. Price: PHP 4839.0. Source: amazon. Ratings:  ( reviews). URL: .","3 Phase Din Rail Smart Energy Meter, 60?300V 100A Home Energy Monitor, 4W Bidirectional Power Meter Circuit Breaker Timer with Tuya App Control, Voltage Current.",prod_001493
"Digital Electric Sub Meters for Landlords, 120/240V CL200 Single Phase, Electricity Usage Meter, Power Energy Meter, kWh Sub Meter, ANSI Form 2S Plug-in Electric Submeters for RV Power, Rental Units",,solar,meter,3327.0,"3,327",PHP,amazon,,,,,,amazon_products_Smart_energy_meter.csv,solar,meter,"Digital Electric Sub Meters for Landlords, 120/240V CL200 Single Phase, Electricity Usage Meter, Power Energy Meter, kWh Sub Meter, ANSI Form 2S Plug-in Electric Submeters for RV Power, Rental Units. Category: solar/meter. Renewable: solar. Type: meter. Price: PHP 3327.0. Source: amazon. Ratings:  ( reviews). URL: .","Digital Electric Sub Meters for Landlords, 120/240V CL200 Single Phase, Electricity Usage Meter, Power Energy Meter, kWh Sub Meter, ANSI Form 2S Plug-in Electric Submeters for RV Power, Rental Units.",prod_001494
