barangay_id,municipality_id,name
110876,5897,Pananaogan
110877,5897,San Andres
110878,5897,San Pedro
110879,5897,San Roque
110880,5897,Santa Isabel
110881,5897,Sibacungan
110882,5897,Sipi
110883,5897,Talisay
110884,5897,Tamburan
110885,5897,Tilis
110886,5622,Bagawang
110887,5622,Balagñonan
110888,5622,Baldoc
110889,5622,Canlubi
110890,5622,Catamban
110891,5622,Cobo
110892,5622,Hiyop
110893,5622,Libod
110894,5622,Lourdes
110895,5622,Lumabao
110896,5622,Marambong
110897,5622,Napo
110898,5622,Oga
110899,5622,Pandan del Norte
110900,5622,Pandan del Sur
110901,5622,Panuto
110902,5622,Porot
110903,5622,Salvacion
110904,5622,San Andres
110905,5622,San Isidro
110906,5622,San Rafael
110907,5622,San Roque
110908,5622,Santa Cruz
110909,5622,Tabugoc
110910,5622,Tokio
110911,5622,Wagdas
110912,502007000,Alinawan
110913,502007000,Babaguan
110914,502007000,Bagong Bayan
110915,502007000,Burabod
110916,502007000,Cabuyoan
110917,502007000,Cagdarao
110918,502007000,Mabini
110919,502007000,Maculiw
110920,502007000,Panay
110921,502007000,Salvacion
110922,502007000,San Antonio
110923,502007000,San Joaquin
110924,502007000,San Jose
110925,502007000,San Juan
110926,502007000,San Miguel
110927,502007000,San Nicolas
110928,502007000,San Pedro
110929,502007000,San Vicente
110930,502007000,Santa Ana
110931,502007000,Santa Maria
110932,502007000,Santo Santiago
110933,502007000,Taopon
110934,502007000,Tibo
110935,6335,Atsan
110936,6335,Balatohan
110937,6335,Boton
110938,6335,Buhi
110939,6335,Dayawa
110940,6335,J. M. Alberto
110941,6335,Katipunan
110942,6335,Kilikilihan
110943,6335,Mabato
110944,6335,Obo
110945,6335,Pacogon
110946,6335,Pagsangahan
110947,6335,Pangilao
110948,6335,Paraiso
110949,6335,Poblacion District II
110950,6335,Poblacion District III
110951,6335,Progreso
110952,6335,Salvacion
110953,6335,San Juan
110954,6335,San Marcos
110955,6335,Santa Elena
110956,6335,Siay
110957,6335,Solong
110958,6335,Tobrehon
110959,402103000,Alima
110960,402103000,Aniban I
110961,402103000,Aniban II
110962,402103000,Aniban III
110963,402103000,Aniban IV
110964,402103000,Aniban V
110965,402103000,Banalo
110966,402103000,Bayanan
110967,402103000,Campo Santo
110968,402103000,Daang Bukid
110969,402103000,Digman
110970,402103000,Dulong Bayan
110971,402103000,Habay I
110972,402103000,Habay II
110973,402103000,Kaingin
110974,402103000,Ligas I
110975,402103000,Ligas II
110976,402103000,Ligas III
110977,402103000,Mabolo I
110978,402103000,Mabolo II
110979,402103000,Mabolo III
110980,402103000,Maliksi I
110981,402103000,Maliksi II
110982,402103000,Maliksi III
110983,402103000,Mambog I
110984,402103000,Mambog II
110985,402103000,Mambog III
110986,402103000,Mambog IV
110987,402103000,Mambog V
110988,402103000,Molino I
110989,402103000,Molino II
110990,402103000,Molino III
110991,402103000,Molino IV
110992,402103000,Molino V
110993,402103000,Molino VI
110994,402103000,Molino VII
110995,402103000,Niog I
110996,402103000,Niog II
110997,402103000,Niog III
110998,402103000,P. F. Espiritu I
110999,402103000,P. F. Espiritu II
111000,402103000,P. F. Espiritu III
111001,402103000,P. F. Espiritu IV
111002,402103000,P. F. Espiritu V
111003,402103000,P. F. Espiritu VI
111004,402103000,P. F. Espiritu VII
111005,402103000,P. F. Espiritu VIII
111006,402103000,Queens Row Central
111007,402103000,Queens Row East
111008,402103000,Queens Row West
111009,402103000,Real I
111010,402103000,Real II
111011,402103000,Salinas I
111012,402103000,Salinas II
111013,402103000,Salinas III
111014,402103000,Salinas IV
111015,402103000,San Nicolas I
111016,402103000,San Nicolas II
111017,402103000,San Nicolas III
111018,402103000,Sineguelasan
111019,402103000,Tabing Dagat
111020,402103000,Talaba I
111021,402103000,Talaba II
111022,402103000,Talaba III
111023,402103000,Talaba IV
111024,402103000,Talaba V
111025,402103000,Talaba VI
111026,402103000,Talaba VII
111027,402103000,Zapote I
111028,402103000,Zapote II
111029,402103000,Zapote III
111030,402103000,Zapote IV
111031,402103000,Zapote V
111032,1907003006,Aldiano Olaes
111033,1907003006,Barangay 1 Poblacion
111034,1907003006,Barangay 2 Poblacion
111035,1907003006,Barangay 3 Poblacion
111036,1907003006,Barangay 4 Poblacion
111037,1907003006,Barangay 5 Poblacion
111038,1907003006,Benjamin Tirona
111039,1907003006,Bernardo Pulido
111040,1907003006,Epifanio Malia
111041,1907003006,Fiorello Calimag
111042,1907003006,Francisco Reyes
111043,1907003006,Francisco de Castro
111044,1907003006,Gavino Maderan
111045,1907003006,Gregoria de Jesus
111046,1907003006,Inocencio Salud
111047,1907003006,Jacinto Lumbreras
111048,1907003006,Kapitan Kua
111049,1907003006,Koronel Jose P. Elises
111050,1907003006,Macario Dacon
111051,1907003006,Marcelino Memije
111052,1907003006,Nicolasa Virata
111053,1907003006,Pantaleon Granados
111054,1907003006,Ramon Cruz
111055,1907003006,San Gabriel
111056,1907003006,San Jose
111057,1907003006,Severino de Las Alas
111058,1907003006,Tiniente Tiago
111059,5309,Arnaldo Poblacion
111060,5309,Bagumbayan Poblacion
111061,5309,Corregidor Poblacion
111062,5309,Dulong Bayan Poblacion
111063,5309,Gov. Ferrer Poblacion
111064,5309,Ninety Sixth Poblacion
111065,5309,Prinza Poblacion
111066,5309,Sampalucan Poblacion
111067,5309,San Gabriel Poblacion
111068,5309,Vibora Poblacion
111069,5314,Caingin Poblacion
111070,5316,Palangue 2 & 3
111071,6284,Bagbag I
111072,6284,Bagbag II
111073,6284,Kanluran
111074,6284,Ligtong I
111075,6284,Ligtong II
111076,6284,Ligtong III
111077,6284,Ligtong IV
111078,6284,Muzon I
111079,6284,Muzon II
111080,6284,Poblacion
111081,6284,Sapa I
111082,6284,Sapa II
111083,6284,Sapa III
111084,6284,Sapa IV
111085,6284,Silangan I
111086,6284,Silangan II
111087,6284,Tejeros Convention
111088,6284,Wawa I
111089,6284,Wawa II
111090,6284,Wawa III
111091,402122000,Aguado
111092,402122000,Cabezas
111093,402122000,Cabuco
111094,402122000,Conchu
111095,402122000,De Ocampo
111096,402122000,Gregorio
111097,402122000,Inocencio
111098,402122000,Lallana
111099,402122000,Lapidario
111100,402122000,Luciano
111101,402122000,Osorio
111102,402122000,Perez
111103,402122000,San Agustin
111104,5777,Cabadiangan
111105,5777,Cabil-isan
111106,5777,Candabong
111107,5777,Lawaan
111108,5777,Manga
111109,5777,Palanas
111110,5777,Poblacion
111111,5777,Polo
111112,5777,Salagmaya
111113,6222,Baring
111114,6222,Cantipay
111115,6222,Cantukong
111116,6222,Cantumog
111117,6222,Caurasan
111118,6222,Cogon East
111119,6222,Cogon West
111120,6222,Corte
111121,6222,Dawis Norte
111122,6222,Dawis Sur
111123,6222,Hagnaya
111124,6222,Ipil
111125,6222,Lanipga
111126,6222,Liboron
111127,6222,Lower Natimao-an
111128,6222,Luyang
111129,6222,Poblacion
111130,6222,Puente
111131,6222,Sac-on
111132,6222,Triumfo
111133,6222,Upper Natimao-an
111134,5792,San Jose Poblacion
111135,702220000,Alegria
111136,702220000,Bangbang
111137,702220000,Buagsong
111138,702220000,Catarman
111139,702220000,Cogon
111140,702220000,Dapitan
111141,702220000,Day-as
111142,702220000,Gabi
111143,702220000,Gilutongan
111144,702220000,Ibabao
111145,702220000,Pilipog
111146,702220000,Poblacion
111147,702220000,San Miguel
111148,5763,Biasong
111149,5763,Cawit
111150,5763,Dapdap
111151,5763,Esperanza
111152,5763,Imelda
111153,5763,Lanao
111154,5763,Lower Poblacion
111155,5763,Moabog
111156,5763,Montserrat
111157,5763,San Isidro
111158,5763,San Juan
111159,5763,Upper Poblacion
111160,5763,Villahermosa
111161,702237000,Anislag
111162,702237000,Anopog
111163,702237000,Binabag
111164,702237000,Buhingtubig
111165,702237000,Busay
111166,702237000,Butong
111167,702237000,Cabiangon
111168,702237000,Camugao
111169,702237000,Duangan
111170,702237000,Guimbawian
111171,702237000,Lamac
111172,702237000,Lut-od
111173,702237000,Mangoto
111174,702237000,Opao
111175,702237000,Pandacan
111176,702237000,Poblacion
111177,702237000,Punod
111178,702237000,Rizal
111179,702237000,Sacsac
111180,702237000,Sambagon
111181,702237000,Sibago
111182,702237000,Tajao
111183,702237000,Tangub
111184,702237000,Tanibag
111185,702237000,Tupas
111186,702237000,Tutay
111187,5577,Balud
111188,5577,Balungag
111189,5577,Basak
111190,5577,Bugho
111191,5577,Cabatbatan
111192,5577,Greenhills
111193,5577,Ilaya
111194,5577,Lantawan
111195,5577,Liburon
111196,5577,Magsico
111197,5577,Panadtaran
111198,5577,Pitalo
111199,5577,Poblacion North
111200,5577,Poblacion South
111201,5577,San Isidro
111202,5577,Sangat
111203,5577,Tabionan
111204,5577,Tananas
111205,5577,Tinubdan
111206,5577,Tonggo
111207,5577,Tubod
111208,5388,Cabunga-an
111209,5388,Campo
111210,5388,Consuelo
111211,5388,Esperanza
111212,5388,Himensulan
111213,5388,Montealegre
111214,5388,Northern Poblacion
111215,5388,San Isidro
111216,5388,Santa Cruz
111217,5388,Santiago
111218,5388,Sonog
111219,5388,Southern Poblacion
111220,5388,Unidos
111221,5388,Union
111222,5388,Western Poblacion
111223,5296,Biasong
111224,5296,Bulacao
111225,5296,Cadulawan
111226,5296,Camp IV
111227,5296,Cansojong
111228,5296,Dumlog
111229,5296,Jaclupan
111230,5296,Lagtang
111231,5296,Lawaan I
111232,5296,Lawaan II
111233,5296,Lawaan III
111234,5296,Linao
111235,5296,Maghaway
111236,5296,Manipis
111237,5296,Mohon
111238,5296,Poblacion
111239,5296,Pooc
111240,5296,San Isidro
111241,5296,San Roque
111242,5296,Tabunoc
111243,5296,Tangke
111244,5296,Tapul
111245,702251000,Awihao
111246,702251000,Bagakay
111247,702251000,Bato
111248,702251000,Biga
111249,702251000,Bulongan
111250,702251000,Bunga
111251,702251000,Cabitoonan
111252,702251000,Calongcalong
111253,702251000,Cambang-ug
111254,702251000,Camp 8
111255,702251000,Canlumampao
111256,702251000,Cantabaco
111257,702251000,Capitan Claudio
111258,702251000,Carmen
111259,702251000,Daanglungsod
111260,702251000,Don Andres Soriano
111261,702251000,Dumlog
111262,702251000,Gen. Climaco
111263,702251000,Ibo
111264,702251000,Ilihan
111265,702251000,"Juan Climaco, Sr."
111266,702251000,Landahan
111267,702251000,Loay
111268,702251000,Luray II
111269,702251000,Matab-ang
111270,702251000,Media Once
111271,702251000,Pangamihan
111272,702251000,Poblacion
111273,702251000,Poog
111274,702251000,Putingbato
111275,702251000,Sagay
111276,702251000,Sam-ang
111277,702251000,Sangi
111278,702251000,Santo Niño
111279,702251000,Subayon
111280,702251000,Talavera
111281,702251000,Tubod
111282,702251000,Tungkay
111283,6222,Aroman
111284,6222,Bentangan
111285,6222,Cadiis
111286,6222,General Luna
111287,6222,Katanayanan
111288,6222,Kib-ayao
111289,6222,Kibenes
111290,6222,Kibugtongan
111291,6222,Kilala
111292,6222,Kimadzil
111293,6222,Kitulaan
111294,6222,Langogan
111295,6222,Lanoon
111296,6222,Liliongan
111297,6222,Macabenban
111298,6222,Malapag
111299,6222,Manarapan
111300,6222,Manili
111301,6222,Nasapian
111302,6222,Palanggalan
111303,6222,Pebpoloan
111304,6222,Poblacion
111305,6222,Ranzo
111306,6222,Tacupan
111307,6222,Tambad
111308,6222,Tonganon
111309,6222,Tupig
111310,6222,Ugalingan
111311,1907003007,Anick
111312,1907003007,Balacayon
111313,1907003007,Balogo
111314,1907003007,Banucagon
111315,1907003007,Buluan
111316,1907003007,Bulucaon
111317,1907003007,Buricain
111318,1907003007,Cabpangi
111319,1907003007,Capayuran
111320,1907003007,Central Panatan
111321,1907003007,Datu Binasing
111322,1907003007,Datu Mantil
111323,1907003007,Kadingilan
111324,1907003007,Kimarayang
111325,1907003007,Libungan Torreta
111326,1907003007,Lower Baguer
111327,1907003007,Lower Pangangkalan
111328,1907003007,Malagakit
111329,1907003007,Maluao
111330,1907003007,Matilac
111331,1907003007,Midpapan I
111332,1907003007,Midpapan II
111333,1907003007,Mulok
111334,1907003007,New Culasi
111335,1907003007,New Igbaras
111336,1907003007,New Panay
111337,1907003007,North Manuangan
111338,1907003007,Patot
111339,1907003007,Payong-payong
111340,1907003007,Poblacion I
111341,1907003007,Poblacion II
111342,1907003007,Poblacion III
111343,1907003007,Presbitero
111344,1907003007,Renibon
111345,1907003007,Simsiman
111346,1907003007,South Manuangan
111347,1907003007,Tigbawan
111348,1907003007,Tubon
111349,1907003007,Upper Baguer
111350,1907003007,Upper Pangangkalan
111351,6233,Alegria
111352,6233,Bato-bato
111353,6233,Cabangbangan
111354,6233,Camasi
111355,6233,Datu Indang
111356,6233,Datu Sandongan
111357,6233,Del Carmen
111358,6233,F. Cajelo
111359,6233,Greenhill
111360,6233,Idaoman
111361,6233,Ilustre
111362,6233,Kamarahan
111363,6233,Kimaruhing
111364,6233,Kisupaan
111365,6233,La Esperanza
111366,6233,Labu-o
111367,6233,Lamalama
111368,6233,Lomonay
111369,6233,Mabuhay
111370,6233,New Cebu
111371,6233,Poblacion
111372,6233,Sagcungan
111373,6233,Salat
111374,6233,Sarayan
111375,6233,Tuael
111376,6172,New Manay
111377,6172,Tupas
111378,6176,Antequera
111379,6180,Cabayangan
111380,6222,Alejal
111381,6222,Anibongan
111382,6222,Asuncion
111383,6222,Cebulano
111384,6222,Guadalupe
111385,6222,Ising
111386,6222,La Paz
111387,6222,Mabaus
111388,6222,Mabuhay
111389,6222,Magsaysay
111390,6222,Mangalcal
111391,6222,Minda
111392,6222,New Camiling
111393,6222,Salvacion
111394,6222,San Isidro
111395,6222,Santo Niño
111396,6222,Taba
111397,6222,Tibulao
111398,6222,Tubod
111399,6222,Tuganay
111400,6186,J. P. Laurel
111401,5156,Adecor
111402,5156,Anonang
111403,5156,Aumbay
111404,5156,Aundanao
111405,5156,Balet
111406,5156,Bandera
111407,5156,Caliclic
111408,5156,Camudmud
111409,5156,Catagman
111410,5156,Cawag
111411,5156,Cogon
111412,5156,Cogon (Talicod)
111413,5156,Dadatan
111414,5156,Del Monte
111415,5156,Guilon
111416,5156,Kanaan
111417,5156,Kinawitnon
111418,5156,Libertad
111419,5156,Libuak
111420,5156,Licup
111421,5156,Limao
111422,5156,Linosutan
111423,5156,Mambago-A
111424,5156,Mambago-B
111425,5156,Miranda
111426,5156,Moncado
111427,5156,Pangubatan
111428,5156,Peñaplata
111429,5156,Poblacion
111430,5156,San Agustin
111431,5156,San Antonio
111432,5156,San Isidro (Babak)
111433,5156,San Isidro (Kaputian)
111434,5156,San Jose
111435,5156,San Miguel
111436,5156,San Remigio
111437,5156,Santa Cruz
111438,5156,Santo Niño
111439,5156,Sion
111440,5156,Tagbaobo
111441,5156,Tagbay
111442,5156,Tagbitan-ag
111443,5156,Tagdaliao
111444,5156,Tagpopongan
111445,5156,Tambo
111446,5156,Toril
111447,5233,Balagunan
111448,5233,Bobongon
111449,5233,Casig-ang
111450,5233,Esperanza
111451,5233,Kimamon
111452,5233,Kinamayan
111453,5233,La Libertad
111454,5233,Lungaog
111455,5233,Magwawa
111456,5233,New Katipunan
111457,5233,New Visayas
111458,5233,Pantaron
111459,5233,Salvacion
111460,5233,San Jose
111461,5233,San Miguel
111462,5233,San Vicente
111463,5233,Talomo
111464,5233,Tibal-og
111465,5233,Tulalian
111466,6193,Balutakay
111467,6193,Clib
111468,6193,Guihing
111469,6193,Guihing Aplaya
111470,6193,Hagonoy Crossing
111471,6193,Kibuaya
111472,6193,La Union
111473,6193,Lanuro
111474,6193,Lapulabao
111475,6193,Leling
111476,6193,Mahayahay
111477,6193,Malabang Damsite
111478,6193,Maliit Digos
111479,6193,New Quezon
111480,6193,Paligue
111481,6193,Poblacion
111482,6193,Sacub
111483,6193,San Guillermo
111484,6193,San Isidro
111485,6193,Sinayawan
111486,6193,Tologan
111487,5456,Bacungan
111488,5456,Balnate
111489,5456,Barayong
111490,5456,Blocon
111491,5456,Dalawinon
111492,5456,Dalumay
111493,5456,Glamang
111494,5456,Kanapulo
111495,5456,Kasuga
111496,5456,Lower Bala
111497,5456,Mabini
111498,5456,Maibo
111499,5456,Malawanit
111500,5456,Malongon
111501,5456,New Ilocos
111502,5456,New Opon
111503,5456,Poblacion
111504,5456,San Isidro
111505,5456,San Miguel
111506,5456,Tacul
111507,5456,Tagaytay
111508,5456,Upper Bala
111509,6196,Lapu-Lapu
111510,5349,Astorga
111511,5349,Bato
111512,5349,Coronon
111513,5349,Darong
111514,5349,Inawayan
111515,5349,Jose Rizal
111516,5349,Matutungan
111517,5349,Melilia
111518,5349,Saliducon
111519,5349,Sibulan
111520,5349,Sinoron
111521,5349,Tagabuli
111522,5349,Tibolo
111523,5349,Tuban
111524,5349,Zone I
111525,5349,Zone II
111526,5349,Zone III
111527,5349,Zone IV
111528,1108602000,Balangonan
111529,1108602000,Buguis
111530,1108602000,Bukid
111531,1108602000,Butuan
111532,1108602000,Butulan
111533,1108602000,Caburan Big
111534,1108602000,Caburan Small
111535,1108602000,Camalian
111536,1108602000,Carahayan
111537,1108602000,Cayaponga
111538,1108602000,Culaman
111539,1108602000,Kalbay
111540,1108602000,Kitayo
111541,1108602000,Magulibas
111542,1108602000,Malalan
111543,1108602000,Mangile
111544,1108602000,Marabutuan
111545,1108602000,Meybio
111546,1108602000,Molmol
111547,1108602000,Nuing
111548,1108602000,Patulang
111549,1108602000,Quiapo
111550,1108602000,San Isidro
111551,1108602000,Sugal
111552,1108602000,Tabayon
111553,1108602000,Tanuman
111554,5113,Basiawan
111555,5113,Buca
111556,5113,Cadaatan
111557,5113,Datu Daligasao
111558,5113,Datu Intan
111559,5113,Kidadan
111560,5113,Kinilidan
111561,5113,Kisulad
111562,5113,Malalag Tubig
111563,5113,Mamacao
111564,5113,Ogpao
111565,5113,Poblacion
111566,5113,Pongpong
111567,5113,San Agustin
111568,5113,San Antonio
111569,5113,San Isidro
111570,5113,San Juan
111571,5113,San Pedro
111572,5113,San Roque
111573,5113,Santo Niño
111574,5113,Santo Rosario
111575,5113,Tanglad
111576,1608504000,Albor
111577,1608504000,Arellano
111578,1608504000,Bayanihan
111579,1608504000,Doña Helen
111580,1608504000,Garcia
111581,1608504000,General Aguinaldo
111582,1608504000,Kanihaan
111583,1608504000,Llamera
111584,1608504000,Magsaysay
111585,1608504000,Osmeña
111586,1608504000,Plaridel
111587,1608504000,Quezon
111588,1608504000,Rosita
111589,1608504000,San Antonio
111590,1608504000,San Jose
111591,1608504000,Santo Niño
111592,5846,Aurelio
111593,5846,Cuarinta
111594,5846,Don Ruben Ecleo
111595,5846,Jacquez
111596,5846,Justiniana Edera
111597,5846,Luna
111598,5846,Mahayahay
111599,5846,Matingbe
111600,5846,San Jose
111601,5846,San Juan
111602,5846,Santa Cruz
111603,5846,Wilson
111604,5884,Anuron
111605,5884,Banuyo
111606,5884,Barangay 1 Poblacion
111607,5884,Barangay 2 Poblacion
111608,5884,Barangay 3 Poblacion
111609,5884,Barangay 4 Poblacion
111610,5884,Bobon
111611,5884,Busay
111612,5884,Buyayawon
111613,5884,Cabunga-an
111614,5884,Cambante
111615,5884,Palamrag
111616,5884,Port Kennedy
111617,5884,San Jose
111618,5884,San Roque
111619,5884,Sung-an
111620,4957,Abejao
111621,4957,Alog
111622,4957,Asgad
111623,4957,Bagtong
111624,4957,Balud
111625,4957,Barangay 1
111626,4957,Barangay 10
111627,4957,Barangay 11
111628,4957,Barangay 12
111629,4957,Barangay 13
111630,4957,Barangay 2
111631,4957,Barangay 3
111632,4957,Barangay 4
111633,4957,Barangay 5
111634,4957,Barangay 6
111635,4957,Barangay 7
111636,4957,Barangay 8
111637,4957,Barangay 9
111638,4957,Buabua
111639,4957,Burak
111640,4957,Butig
111641,4957,Cagaut
111642,4957,Camanga
111643,4957,Cantomoja
111644,4957,Carapdapan
111645,4957,Caridad
111646,4957,Casili-on
111647,4957,Iberan
111648,4957,Jagnaya
111649,4957,Lusod
111650,4957,Malbog
111651,4957,Maliwaliw
111652,4957,Matarinao
111653,4957,Naparaan
111654,4957,Palanas
111655,4957,San Roque
111656,4957,Santa Cruz
111657,4957,Seguinon
111658,4957,Tacla-on
111659,4957,Tagbacan
111660,4957,Talangdawan
111661,5410,Agsanayan
111662,5410,Avila
111663,5410,Bacjao
111664,5410,Banban
111665,5410,Cansilayan
111666,5410,Dagsa-an
111667,5410,Daragan
111668,5410,East Valencia
111669,5410,Getulio
111670,5410,Mabini
111671,5410,Magsaysay
111672,5410,Mclain
111673,5410,Montpiller
111674,5410,Navalas
111675,5410,Nazaret
111676,5410,New Poblacion
111677,5410,Old Poblacion
111678,5410,Piña
111679,5410,Rizal
111680,5410,Salvacion
111681,5410,San Fernando
111682,5410,San Isidro
111683,5410,San Miguel
111684,5410,San Nicolas
111685,5410,San Pedro
111686,5410,San Roque
111687,5410,Santo Rosario
111688,5410,Sawang
111689,5410,Supang
111690,5410,Tacay
111691,5410,Taminla
111692,5410,Tanag
111693,5410,Tastasan
111694,5410,Tinadtaran
111695,5410,Umilig
111696,5410,Zaldivar
111697,5652,Concordia Norte
111698,5652,Oracon Norte
111699,6507,Majlong
111700,6507,Mongayang
111701,6507,Posnaan
111702,6507,Ta-ang
111703,6507,Talite
111704,6507,Ubao
111705,1402707000,Bangar
111706,1402707000,Busilac
111707,1402707000,Calimag
111708,1402707000,Calupaan
111709,1402707000,Caragasan
111710,1402707000,Dolowog
111711,1402707000,Kiling
111712,1402707000,Laya
111713,1402707000,Little Tadian
111714,1402707000,Namillangan
111715,1402707000,Namnama
111716,1402707000,Ngileb
111717,1402707000,Pinto
111718,1402707000,Poblacion
111719,1402707000,San Jose
111720,1402707000,San Juan
111721,1402707000,San Marcos
111722,1402707000,San Quintin
111723,1402707000,Santa Maria
111724,1402707000,Santo Domingo
111725,6509,Amduntog
111726,6509,Antipolo
111727,6509,Camandag
111728,6509,Cawayan
111729,6509,Hallap
111730,6509,Liwon
111731,6509,Namal
111732,6509,Nungawa
111733,6509,Panubtuban
111734,6509,Pula
111735,6510,Amganad
111736,6510,Anaba
111737,6510,Balawis
111738,6510,Banao
111739,6510,Bangaan
111740,6510,Batad
111741,6510,Bocos
111742,6510,Cambulo
111743,6510,Ducligan
111744,6510,Gohang
111745,6510,Kinakin
111746,6510,Ohaj
111747,6510,Poblacion
111748,6510,Poitan
111749,6510,Pula
111750,6510,San Fernando
111751,6510,Tam-an
111752,6510,View Point
111753,6511,Anao
111754,6511,Bangtinon
111755,6511,Bitu
111756,6511,Cababuyan
111757,6511,Mompolia
111758,6511,Namulditan
111759,6511,Northern Cababuyan
111760,6511,O-ong
111761,6511,Piwong
111762,6511,Poblacion
111763,6511,Ubuag
111764,6511,Umalbong
111765,6512,Abatan
111766,6512,Ba-ang
111767,6512,Bangbang
111768,6512,Bokiawan
111769,6512,Hapao
111770,6512,Lubo-ong
111771,6512,Maggok
111772,6512,Nungulunan
111773,6512,Poblacion
111774,6513,Ambabag
111775,6513,Baguinge
111776,6513,Bokiawan
111777,6513,Bolog
111778,6513,Dalligan
111779,6513,Duit
111780,6513,Hucab
111781,6513,Julongan
111782,6513,Lingay
111783,6513,Mungayang
111784,6513,Nagacadan
111785,6513,Pindongan
111786,6513,Poblacion
111787,6513,Tuplac
111788,6514,Abinuan
111789,6514,Banga
111790,6514,Boliwong
111791,6514,Burnay
111792,6514,Buyabuyan
111793,6514,Caba
111794,6514,Cudog
111795,6514,Dulao
111796,6514,Jucbong
111797,6514,Luta
111798,6514,Montabiong
111799,6514,Olilicon
111800,6514,Poblacion East
111801,6514,Poblacion North
111802,6514,Poblacion South
111803,6514,Poblacion West
111804,6514,Ponghal
111805,6514,Pullaan
111806,6514,Tungngod
111807,6514,Tupaya
111808,6515,Ambasa
111809,6515,Bimpal
111810,6515,Hapid
111811,6515,Holowon
111812,6515,Lawig
111813,6515,Lucban
111814,6515,Mabatobato
111815,6515,Magulon
111816,6515,Nayon
111817,6515,Panopdopan
111818,6515,Payawan
111819,6515,Pieza
111820,6515,Poblacion East
111821,6515,Poblacion West
111822,6515,Pugol
111823,6515,Salamague
111824,6515,Sanafe
111825,6515,Umilag
111826,6516,Aduyongan
111827,6516,Alimit
111828,6516,Ayangan
111829,6516,Balangbang
111830,6516,Banao
111831,6516,Banhal
111832,6516,Bato-Alatbang
111833,6516,Bongan
111834,6516,Buninan
111835,6516,Chaya
111836,6516,Chumang
111837,6516,Epeng
111838,6516,Guinihon
111839,6516,Inwaloy
111840,6516,Langayan
111841,6516,Liwo
111842,6516,Maga
111843,6516,Magulon
111844,6516,Mapawoy
111845,6516,Mayoyao Proper
111846,6516,Mongol
111847,6516,Nalbu
111848,6516,Nattum
111849,6516,Palaad
111850,6516,Poblacion
111851,6516,Talboc
111852,6516,Tulaed
111853,6517,Ahin
111854,6517,Ap-apid
111855,6517,Binablayan
111856,6517,Danggo
111857,6517,Eheb
111858,6517,Gumhang
111859,6517,Impugong
111860,6517,Luhong
111861,6517,Tinoc
111862,6517,Tukucan
111863,6517,Tulludan
111864,6517,Wangwang
111865,4921,Alay-Nangbabaan
111866,4921,Alogoog
111867,4921,Ar-arusip
111868,4921,Aring
111869,4921,Balbaldez
111870,4921,Bato
111871,4921,Camanga
111872,4921,Canaan
111873,4921,Caraitan
111874,4921,Gabut Norte
111875,4921,Gabut Sur
111876,4921,Garreta
111877,4921,La Virgen Milagrosa
111878,4921,Labut
111879,4921,Lacuben
111880,4921,Lubigan
111881,4921,Mabusag Norte
111882,4921,Mabusag Sur
111883,4921,Madupayas
111884,4921,Morong
111885,4921,Nagrebcan
111886,4921,Napu
111887,4921,Pagsanahan Norte
111888,4921,Pagsanahan Sur
111889,4921,Paltit
111890,4921,Parang
111891,4921,Pasuc
111892,4921,Santa Cruz Norte
111893,4921,Santa Cruz Sur
111894,4921,Saud
111895,4921,Turod
111896,4922,Abaca
111897,4922,Bacsil
111898,4922,Banban
111899,4922,Baruyen
111900,4922,Dadaor
111901,4922,Lanao
111902,4922,Malasin
111903,4922,Manayon
111904,4922,Masikil
111905,4922,Nagbalagan
111906,4922,Payac
111907,4922,San Lorenzo
111908,4922,Taguiporo
111909,4922,Utol
111910,102811000,Balioeg
111911,102811000,Bangsar
111912,102811000,Barbarangay
111913,102811000,Binacag
111914,102811000,Bomitog
111915,102811000,Bugasi
111916,102811000,Caestebanan
111917,102811000,Caribquib
111918,102811000,Catagtaguen
111919,102811000,Crispina
111920,102811000,Hilario
111921,102811000,Imelda
111922,102811000,Lorenzo
111923,102811000,Macayepyep
111924,102811000,Marcos
111925,102811000,Nagpatayan
111926,102811000,Sinamar
111927,102811000,Tabtabagan
111928,102811000,Valdez
111929,102811000,Valenciano
111930,102805000,Ablan Poblacion
111931,102805000,Acosta Poblacion
111932,102805000,Aglipay
111933,102805000,Baay
111934,102805000,Baligat
111935,102805000,Baoa East
111936,102805000,Baoa West
111937,102805000,Barani
111938,102805000,Ben-agan
111939,102805000,Bil-loca
111940,102805000,Biningan
111941,102805000,Bungon
111942,102805000,Callaguip
111943,102805000,Camandingan
111944,102805000,Camguidan
111945,102805000,Cangrunaan
111946,102805000,Capacuan
111947,102805000,Caunayan
111948,102805000,Colo
111949,102805000,Dariwdiw
111950,102805000,Lacub
111951,102805000,Mabaleng
111952,102805000,Magnuang
111953,102805000,Maipalig
111954,102805000,Nagbacalan
111955,102805000,Naguirangan
111956,102805000,Palongpong
111957,102805000,Palpalicong
111958,102805000,Parangopong
111959,102805000,Payao
111960,102805000,Pimentel
111961,102805000,Quiling Norte
111962,102805000,Quiling Sur
111963,102805000,Quiom
111964,102805000,Rayuray
111965,102805000,Ricarte Poblacion
111966,102805000,San Julian
111967,102805000,San Mateo
111968,102805000,San Pedro
111969,102805000,Suabit
111970,102805000,Sumader
111971,102805000,Tabug
